::ffff:127.0.0.1 - - [25/Mar/2025:19:02:30 +0000] "GET /api/v1/testb/ HTTP/1.1" 404 1104 "-" "Apidog/1.0.0 (https://apidog.com)"
::ffff:127.0.0.1 - - [25/Mar/2025:19:02:49 +0000] "GET /api/v1/testb/testb HTTP/1.1" 404 1114 "-" "Apidog/1.0.0 (https://apidog.com)"
::ffff:127.0.0.1 - - [25/Mar/2025:19:02:52 +0000] "GET /api/v1/testb/ HTTP/1.1" 404 1104 "-" "Apidog/1.0.0 (https://apidog.com)"
::ffff:127.0.0.1 - - [25/Mar/2025:19:02:55 +0000] "GET /api/v1/ HTTP/1.1" 404 1092 "-" "Apidog/1.0.0 (https://apidog.com)"
::ffff:127.0.0.1 - - [25/Mar/2025:19:02:57 +0000] "GET /api/v1/test HTTP/1.1" 404 1100 "-" "Apidog/1.0.0 (https://apidog.com)"
::ffff:127.0.0.1 - - [25/Mar/2025:19:02:59 +0000] "GET /api/v1/testb HTTP/1.1" 404 1102 "-" "Apidog/1.0.0 (https://apidog.com)"
::ffff:127.0.0.1 - - [25/Mar/2025:19:03:00 +0000] "GET /api/v1/testb/ HTTP/1.1" 404 1104 "-" "Apidog/1.0.0 (https://apidog.com)"
::ffff:127.0.0.1 - - [25/Mar/2025:19:03:06 +0000] "GET /testb HTTP/1.1" 404 1088 "-" "Apidog/1.0.0 (https://apidog.com)"
::ffff:127.0.0.1 - - [25/Mar/2025:19:03:13 +0000] "GET /api/testb/ HTTP/1.1" 404 1098 "-" "Apidog/1.0.0 (https://apidog.com)"
::ffff:127.0.0.1 - - [25/Mar/2025:19:03:26 +0000] "GET /api/v1/ HTTP/1.1" 404 1092 "-" "Apidog/1.0.0 (https://apidog.com)"
::ffff:127.0.0.1 - - [25/Mar/2025:19:03:29 +0000] "GET /api/v1/testb HTTP/1.1" 404 1102 "-" "Apidog/1.0.0 (https://apidog.com)"
::ffff:127.0.0.1 - - [25/Mar/2025:19:03:31 +0000] "GET /api/v1/test HTTP/1.1" 404 1100 "-" "Apidog/1.0.0 (https://apidog.com)"
::ffff:127.0.0.1 - - [25/Mar/2025:19:15:16 +0000] "GET /api/v1/testb HTTP/1.1" 404 1102 "-" "Apidog/1.0.0 (https://apidog.com)"
::ffff:127.0.0.1 - - [25/Mar/2025:19:15:57 +0000] "GET /api/v1/testb HTTP/1.1" 404 1102 "-" "Apidog/1.0.0 (https://apidog.com)"
::ffff:127.0.0.1 - - [25/Mar/2025:19:31:00 +0000] "GET /api/v1/testb HTTP/1.1" 404 1102 "-" "Apidog/1.0.0 (https://apidog.com)"
::ffff:127.0.0.1 - - [25/Mar/2025:19:31:02 +0000] "GET /api/v1/testb/ HTTP/1.1" 404 1104 "-" "Apidog/1.0.0 (https://apidog.com)"
